job_num,msg_size,avg_latency
1,1048576,15159.308900
1,2097152,29351.856600
1,3145728,43830.532600
1,4194304,58206.968000
1,5242880,72706.919200
1,6291456,87079.741100
1,7340032,101540.081200
1,8388608,116075.091100
1,9437184,130415.935100
1,10485760,144960.086800
